PeakID (cmd=annotatePeaks.pl results/overlaps/bcor_kdm2b_overlap_without_h3k27me3.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_KDM2B_common_region-196	chr1	36007496	36007716	+	.	NA	intron (NM_022111, intron 1 of 24)	NA	560	NM_022111	63967		NM_022111	ENSG00000092853	CLSPN	-	claspin	protein-coding
BCOR_KDM2B_common_region-6399	chr9	98020396	98020545	+	.	NA	Intergenic	NA	-28096	NR_146524	105376162		NR_146524	ENSG00000232283	HSD17B3-AS1	-	HSD17B3 antisense RNA 1	ncRNA
BCOR_KDM2B_common_region-541	chr1	199406940	199407048	+	.	NA	intron (NM_001288564, intron 1 of 5)	NA	339	NM_001288564	252839		NM_016456	ENSG00000116857	TMEM9	DERM4|TMEM9A	transmembrane protein 9	protein-coding
BCOR_KDM2B_common_region-4251	chr22	49311593	49311754	+	.	NA	promoter-TSS (NM_001169109)	NA	61	NM_001169109	9997		NM_005138	ENSG00000284194	SCO2	CEMCOX1|ECGF1|Gliostatin|MC4DN2|MYP6|PD-ECGF|SCO1L|TP|TYMP|TdRPase	synthesis of cytochrome C oxidase 2	protein-coding
BCOR_KDM2B_common_region-3283	chr19	50271303	50271639	+	.	NA	exon (NM_145288, exon 1 of 3)	NA	105	NM_145288	162979		NM_145288	ENSG00000170684	ZNF296	ZFP296|ZNF342	zinc finger protein 296	protein-coding
BCOR_KDM2B_common_region-1882	chr14	56927474	56927630	+	.	NA	exon (NM_001011713, exon 2 of 5)	NA	495	NM_001011713	122830		NM_001011713	ENSG00000139977	NAA30	C14orf35|MAK3|Mak3p|NAT12|NAT12P	N-alpha-acetyltransferase 30, NatC catalytic subunit	protein-coding
BCOR_KDM2B_common_region-5728	chr7	4760054	4760282	+	.	NA	intron (NM_001037165, intron 2 of 8)	NA	-21612	NR_157345	9907		NM_014855	ENSG00000242802	AP5Z1	KIAA0415|SPG48|zeta	adaptor related protein complex 5 subunit zeta 1	protein-coding
BCOR_KDM2B_common_region-5840	chr7	55922646	55922770	+	.	NA	promoter-TSS (NM_182633)	NA	65	NM_182633	349075		NM_182633	ENSG00000178665	ZNF713	-	zinc finger protein 713	protein-coding
BCOR_KDM2B_common_region-1528	chr12	112130313	112130440	+	.	NA	5' UTR (NM_138451, exon 2 of 3)	NA	12906	NM_001330452	115811		NM_138451	ENSG00000166578	IQCD	4933433C09Rik|CFAP84|DRC10	IQ motif containing D	protein-coding
BCOR_KDM2B_common_region-4699	chr4	37364794	37365030	+	.	NA	promoter-TSS (NM_001085399)	NA	-519	NM_001085399	768211		NM_001085399	ENSG00000181826	RELL1	-	RELT like 1	protein-coding
BCOR_KDM2B_common_region-285	chr1	53458903	53459020	+	.	NA	promoter-TSS (NR_130897)	NA	-62	NR_130897	54987		NM_017887	ENSG00000162384	CZIB	C1orf123	CXXC motif containing zinc binding protein	protein-coding
BCOR_KDM2B_common_region-1951	chr14	74605601	74605849	+	.	NA	promoter-TSS (NM_024643)	NA	221	NR_126394	97		NM_001107	ENSG00000119640	ACYP1	ACYPE	acylphosphatase 1	protein-coding
BCOR_KDM2B_common_region-2872	chr17	62671832	62672255	+	.	NA	promoter-TSS (NM_001330447)	NA	-269	NM_001330447	9931		NM_014877	ENSG00000198265	HELZ	DHRC|DRHC|HUMORF5	helicase with zinc finger	protein-coding
BCOR_KDM2B_common_region-1418	chr12	54809219	54809531	+	.	NA	intron (NM_015292, intron 1 of 30)	NA	1057	NM_015292	23344		NM_015292	ENSG00000139641	ESYT1	FAM62A|MBC2	extended synaptotagmin 1	protein-coding
BCOR_KDM2B_common_region-4755	chr4	68249237	68249367	+	.	NA	promoter-TSS (NR_015439)	NA	166	NM_018227	55236		NM_018227	ENSG00000033178	UBA6	E1-L2|MOP-4|UBE1L2	ubiquitin like modifier activating enzyme 6	protein-coding
BCOR_KDM2B_common_region-128	chr1	25125897	25126004	+	.	NA	intron (NM_001320672, intron 4 of 6)	NA	3404	NM_004350	864		NM_004350	ENSG00000020633	RUNX3	AML2|CBFA3|PEBP2aC	RUNX family transcription factor 3	protein-coding
BCOR_KDM2B_common_region-5870	chr7	73341760	73342060	+	.	NA	5' UTR (NM_003388, exon 1 of 17)	NA	237	NM_003388	7461		NM_003388	ENSG00000106665	CLIP2	CLIP|CLIP-115|CYLN2|WBSCR3|WBSCR4|WSCR3|WSCR4	CAP-Gly domain containing linker protein 2	protein-coding
BCOR_KDM2B_common_region-3331	chr2	3677300	3677525	+	.	NA	Intergenic	NA	-6253	NM_018436	55821		NM_018436	ENSG00000151360	ALLC	ALC	allantoicase	protein-coding
BCOR_KDM2B_common_region-3832	chr2	227898452	227898583	+	.	NA	promoter-TSS (NR_102371)	NA	306	NR_102266	56947		NM_020194	ENSG00000168958	MFF	C2orf33|EMPF2|GL004	mitochondrial fission factor	protein-coding
BCOR_KDM2B_common_region-5543	chr6	100122975	100123467	+	.	NA	promoter-TSS (NM_005190)	NA	36	NM_005190	892		NM_005190	ENSG00000112237	CCNC	CycC|SRB11|hSRB11	cyclin C	protein-coding
BCOR_KDM2B_common_region-3391	chr2	25048324	25048703	+	.	NA	promoter-TSS (NM_001198559)	NA	28	NR_034113	729723		NR_034113	ENSG00000224165	DNAJC27-AS1	-	DNAJC27 antisense RNA 1	ncRNA
BCOR_KDM2B_common_region-2233	chr15	81146380	81146504	+	.	NA	exon (NM_001278512, exon 8 of 27)	NA	-17960	NM_001348441	8120		NM_004644	ENSG00000103723	AP3B2	DEE48|EIEE48|NAPTB	adaptor related protein complex 3 subunit beta 2	protein-coding
BCOR_KDM2B_common_region-6369	chr9	87545903	87546609	+	.	NA	intron (NM_001330701, intron 1 of 25)	NA	433	NM_001330701	23287		NM_015239	ENSG00000135049	AGTPBP1	CCP1|CONDCA|NNA1	ATP/GTP binding carboxypeptidase 1	protein-coding
BCOR_KDM2B_common_region-4444	chr3	69216767	69216947	+	.	NA	promoter-TSS (NM_006407)	NA	79	NM_006407	10550		NM_006407	ENSG00000144746	ARL6IP5	DERP11|GTRAP3-18|HSPC127|JWA|PRAF3|Yip6b|addicsin|hp22|jmx	ADP ribosylation factor like GTPase 6 interacting protein 5	protein-coding
BCOR_KDM2B_common_region-2433	chr16	30991920	30992240	+	.	NA	5' UTR (NM_001172668, exon 1 of 3)	NA	244	NM_001172668	79759		NM_024706	ENSG00000167394	ZNF668	NEDGEF	zinc finger protein 668	protein-coding
BCOR_KDM2B_common_region-4186	chr22	32647914	32648060	+	.	NA	intron (NM_001362949, intron 1 of 15)	NA	564	NM_001378627	9215		NM_004737	ENSG00000133424	LARGE1	LARGE|MDC1D|MDDGA6|MDDGB6	LARGE xylosyl- and glucuronyltransferase 1	protein-coding
BCOR_KDM2B_common_region-6210	chr8	124477275	124478247	+	.	NA	exon (NM_014109, exon 1 of 28)	NA	107	NM_014109	29028		NM_014109	ENSG00000156802	ATAD2	ANCCA|CT137|PRO2000	ATPase family AAA domain containing 2	protein-coding
BCOR_KDM2B_common_region-6598	chrX	39844434	39844677	+	.	NA	intron (NM_001123384, intron 1 of 13)	NA	-2400	NM_017745	54880		NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
BCOR_KDM2B_common_region-2200	chr15	73281908	73282341	+	.	NA	intron (NM_015492, intron 1 of 2)	NA	848	NM_015492	56905		NM_015492	ENSG00000167173	C15orf39	-	chromosome 15 open reading frame 39	protein-coding
BCOR_KDM2B_common_region-3876	chr2	241690233	241690692	+	.	NA	promoter-TSS (NR_028049)	NA	-42	NM_001330180	130916		NM_182501	ENSG00000122085	MTERF4	MTERFD2	mitochondrial transcription termination factor 4	protein-coding
BCOR_KDM2B_common_region-5418	chr6	36845394	36845599	+	.	NA	intron (NM_001376889, intron 11 of 21)	NA	-3946	NM_001376890	57699		NM_020939	ENSG00000124772	CPNE5	COPN5|CPN5	copine 5	protein-coding
BCOR_KDM2B_common_region-3676	chr2	136005704	136006125	+	.	NA	promoter-TSS (NM_032143)	NA	390	NM_015361	23518		NM_015361	ENSG00000048991	R3HDM1	R3HDM	R3H domain containing 1	protein-coding
BCOR_KDM2B_common_region-918	chr10	104392747	104392940	+	.	NA	Intergenic	NA	-1383	NM_030912	81603		NM_030912	ENSG00000171206	TRIM8	FSGSNEDS|GERP|RNF27	tripartite motif containing 8	protein-coding
BCOR_KDM2B_common_region-6608	chrX	39920408	39921107	+	.	NA	intron (NM_001123384, intron 1 of 13)	NA	717	NM_001123384	54880		NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
BCOR_KDM2B_common_region-6200	chr8	121526417	121526635	+	.	NA	promoter-TSS (NM_014078)	NA	45	NM_014078	28998		NM_014078	ENSG00000172172	MRPL13	L13|L13A|L13mt|RPL13|RPML13|uL13m	mitochondrial ribosomal protein L13	protein-coding
BCOR_KDM2B_common_region-3330	chr2	3584904	3585059	+	.	NA	non-coding (NR_038430, exon 2 of 3)	NA	1129	NR_038431	100506054		NR_038429	ENSG00000234171	RNASEH1-DT	RNASEH1-AS1	RNASEH1 divergent transcript	ncRNA
BCOR_KDM2B_common_region-2216	chr15	76156616	76156885	+	.	NA	exon (NM_144572, exon 1 of 13)	NA	299	NM_144572	23102		NM_015079	ENSG00000167202	TBC1D2B	NEDSGO	TBC1 domain family member 2B	protein-coding
BCOR_KDM2B_common_region-3655	chr2	120819081	120819535	+	.	NA	promoter-TSS (NM_002193)	NA	-874	NM_002193	3625		NM_002193	ENSG00000163083	INHBB	-	inhibin subunit beta B	protein-coding
BCOR_KDM2B_common_region-357	chr1	100276606	100277072	+	.	NA	intron (NM_033055, intron 1 of 11)	NA	600	NM_033055	64645		NM_033055	ENSG00000156875	MFSD14A	HAIT1|HIAT1	major facilitator superfamily domain containing 14A	protein-coding
BCOR_KDM2B_common_region-1155	chr11	64634438	64634624	+	.	NA	non-coding (NR_073519, exon 8 of 10)	NA	-1371	NR_102367	7108		NM_003273	ENSG00000149809	TM7SF2	ANG1|C14SR|DHCR14A|NET47	transmembrane 7 superfamily member 2	protein-coding
BCOR_KDM2B_common_region-2754	chr17	25729979	25730723	+	.	NA	exon (NM_001304, exon 1 of 21)	NA	280	NM_001304	1362		NM_001304	ENSG00000108582	CPD	GP180	carboxypeptidase D	protein-coding
BCOR_KDM2B_common_region-690	chr10	6283566	6283989	+	.	NA	intron (NM_001282630, intron 1 of 14)	NA	-1124	NM_001314063	5209		NM_004566	ENSG00000170525	PFKFB3	IPFK2|PFK2|iPFK-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein-coding
BCOR_KDM2B_common_region-4404	chr3	52004813	52004941	+	.	NA	promoter-TSS (NM_000992)	NA	74	NM_000992	6159		NM_000992	ENSG00000162244	RPL29	HIP|HUMRPL29|L29|RPL29P10|RPL29_3_370|eL29	ribosomal protein L29	protein-coding
BCOR_KDM2B_common_region-535	chr1	196138220	196138926	+	.	NA	exon (NM_001024594, exon 1 of 3)	NA	190	NM_001024594	388722		NM_001024594	ENSG00000203724	C1orf53	-	chromosome 1 open reading frame 53	protein-coding
BCOR_KDM2B_common_region-3901	chr20	4615658	4615791	+	.	NA	intron (NM_001080123, intron 1 of 1)	NA	622	NM_001271561	5621		NM_000311	ENSG00000171867	PRNP	ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30	prion protein (Kanno blood group)	protein-coding
BCOR_KDM2B_common_region-1576	chr12	120727609	120727832	+	.	NA	intron (NM_001353345, intron 3 of 16)	NA	1422	NM_001353345	23067		NM_015048	ENSG00000139718	SETD1B	IDDSELD|KMT2G|Set1B	SET domain containing 1B, histone lysine methyltransferase	protein-coding
BCOR_KDM2B_common_region-886	chr10	102096135	102096427	+	.	NA	promoter-TSS (NM_005063)	NA	-699	NM_005063	6319		NM_005063	ENSG00000099194	SCD	FADS5|MSTP008|SCD1|SCDOS|hSCD1	stearoyl-CoA desaturase	protein-coding
BCOR_KDM2B_common_region-3019	chr18	41932050	41932219	+	.	NA	5' UTR (NM_001257335, exon 1 of 12)	NA	126	NM_001001935	498		NM_004046	ENSG00000152234	ATP5F1A	ATP5A|ATP5A1|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MC5DN4A|MC5DN4B|MOM2|OMR|ORM|hATP1	ATP synthase F1 subunit alpha	protein-coding
BCOR_KDM2B_common_region-4516	chr3	129253602	129253744	+	.	NA	promoter-TSS (NM_013336)	NA	-297	NM_013336	29927		NM_013336	ENSG00000058262	SEC61A1	ADTKD5|CVID15|HNFJ4|HSEC61|SEC61|SEC61A	SEC61 translocon subunit alpha 1	protein-coding
BCOR_KDM2B_common_region-5001	chr5	43156603	43157855	+	.	NA	promoter-TSS (NM_001330717)	NA	-91	NM_001330711	7690		NM_003432	ENSG00000172262	ZNF131	ZBTB35|pHZ-10	zinc finger protein 131	protein-coding
BCOR_KDM2B_common_region-6273	chr8	145982895	145983819	+	.	NA	5' UTR (NM_001378028, exon 1 of 7)	NA	149	NM_001286769	80778		NM_030580	ENSG00000196378	ZNF34	KOX32	zinc finger protein 34	protein-coding
BCOR_KDM2B_common_region-3436	chr2	38831269	38831344	+	.	NA	intron (NM_001363802, intron 1 of 7)	NA	701	NM_001031684	6432		NM_006276	ENSG00000115875	SRSF7	9G8|AAG3|SFRS7	serine and arginine rich splicing factor 7	protein-coding
BCOR_KDM2B_common_region-6579	chrX	12699617	12699744	+	.	NA	Intergenic	NA	-19715	NM_001039091	5634		NM_002765	ENSG00000101911	PRPS2	PRSII	phosphoribosyl pyrophosphate synthetase 2	protein-coding
BCOR_KDM2B_common_region-6443	chr9	114134986	114135734	+	.	NA	promoter-TSS (NM_001244898)	NA	-233	NM_001244898	9991		NM_005156	ENSG00000119314	PTBP3	ROD1	polypyrimidine tract binding protein 3	protein-coding
BCOR_KDM2B_common_region-2419	chr16	29914105	29914394	+	.	NA	promoter-TSS (NM_173618)	NA	190	NM_003609	8479		NM_003609	ENSG00000149929	HIRIP3	-	HIRA interacting protein 3	protein-coding
BCOR_KDM2B_common_region-5131	chr5	137396012	137396620	+	.	NA	promoter-TSS (NR_037900)	NA	-46	NR_037900	100130172		NR_037900		FAM13B-AS1	-	FAM13B antisense RNA 1	ncRNA
BCOR_KDM2B_common_region-2816	chr17	40749596	40750201	+	.	NA	intron (NM_003954, intron 1 of 15)	NA	271	NM_003954	9020		NM_003954	ENSG00000006062	MAP3K14	FTDCR1B|HS|HSNIK|IMD112|NIK	mitogen-activated protein kinase kinase kinase 14	protein-coding
BCOR_KDM2B_common_region-5305	chr6	4949025	4949165	+	.	NA	promoter-TSS (NR_126016)	NA	46	NR_126017	100129461		NR_126015	ENSG00000272142	LYRM4-AS1	-	LYRM4 antisense RNA 1	ncRNA
BCOR_KDM2B_common_region-6559	chr9	139202694	139202814	+	.	NA	promoter-TSS (NM_003731)	NA	79	NM_013366	29882		NM_013366	ENSG00000176248	ANAPC2	APC2	anaphase promoting complex subunit 2	protein-coding
BCOR_KDM2B_common_region-2315	chr16	1999352	1999601	+	.	NA	intron (NM_178167, intron 3 of 13)	NA	347	NM_178167	90850		NM_178167	ENSG00000167962	ZNF598	HEL2	zinc finger protein 598, E3 ubiquitin ligase	protein-coding
BCOR_KDM2B_common_region-5164	chr5	140872790	140873175	+	.	NA	TTS (NM_018924)	NA	23990	NM_032407	56097		NM_018929	ENSG00000240764	PCDHGC5	PCDH-GAMMA-C5	protocadherin gamma subfamily C, 5	protein-coding
BCOR_KDM2B_common_region-4411	chr3	52419624	52419988	+	.	NA	promoter-TSS (NM_001321126)	NA	90	NM_001321126	51533		NM_016483	ENSG00000010318	PHF7	HSPC045|HSPC226|NYD-SP6	PHD finger protein 7	protein-coding
BCOR_KDM2B_common_region-6134	chr8	74952777	74952884	+	.	NA	promoter-TSS (NR_147034)	NA	821	NM_001001481	55284		NM_018299	ENSG00000104343	UBE2W	UBC-16|UBC16	ubiquitin conjugating enzyme E2 W	protein-coding
BCOR_KDM2B_common_region-394	chr1	114855356	114855792	+	.	NA	promoter-TSS (NM_015906)	NA	-227	NM_033020	51592		NM_015906	ENSG00000197323	TRIM33	ECTO|PTC7|RFG7|TF1G|TIF1G|TIF1GAMMA|TIFGAMMA	tripartite motif containing 33	protein-coding
BCOR_KDM2B_common_region-2721	chr17	19492678	19493119	+	.	NA	exon (NM_001031806, exon 1 of 11)	NA	242	NM_001031806	224		NM_000382	ENSG00000072210	ALDH3A2	ALDH10|FALDH|SLS	aldehyde dehydrogenase 3 family member A2	protein-coding
BCOR_KDM2B_common_region-1326	chr12	11897504	11897640	+	.	NA	intron (NM_001987, intron 3 of 7)	NA	-196490	NM_001370269	79370		NM_030766	ENSG00000121380	BCL2L14	BCLG	BCL2 like 14	protein-coding
BCOR_KDM2B_common_region-6664	chrX	118961589	118961717	+	.	NA	promoter-TSS (NM_024528)	NA	89	NM_024528	79576		NM_024528	ENSG00000101882	NKAP	MRXSHD	NFKB activating protein	protein-coding
BCOR_KDM2B_common_region-719	chr10	22332158	22332604	+	.	NA	5' UTR (NM_022365, exon 1 of 12)	NA	284	NM_022365	64215		NM_022365	ENSG00000136770	DNAJC1	DNAJL1|ERdj1|HTJ1|MTJ1	DnaJ heat shock protein family (Hsp40) member C1	protein-coding
BCOR_KDM2B_common_region-4915	chr4	184074997	184075316	+	.	NA	5' UTR (NM_001351747, exon 1 of 8)	NA	244	NM_001351747	1635		NM_001921	ENSG00000129187	DCTD	-	dCMP deaminase	protein-coding
BCOR_KDM2B_common_region-3879	chr2	241899977	241900051	+	.	NA	intron (NM_005336, intron 1 of 27)	NA	-3261	NM_006155	4735		NM_004404	ENSG00000168385	SEPTIN2	DIFF6|NEDD-5|NEDD5|Pnutl3|SEPT2|Septin-2|hNedd5	septin 2	protein-coding
BCOR_KDM2B_common_region-1638	chr12	131135427	131135707	+	.	NA	intron (NR_003290, intron 1 of 9)	NA	786	NR_003290	347918		NM_182613	ENSG00000291171	EP400P1	EP400NL	EP400 pseudogene 1	pseudo
BCOR_KDM2B_common_region-1105	chr11	61415872	61416290	+	.	NA	promoter-TSS (NM_021727)	NA	-488	NM_021727	3995		NM_021727	ENSG00000221968	FADS3	CYB5RP|LLCDL3	fatty acid desaturase 3	protein-coding
BCOR_KDM2B_common_region-1289	chr12	1670024	1670264	+	.	NA	promoter-TSS (NM_024551)	NA	-353	NM_001375363	79602		NM_024551	ENSG00000006831	ADIPOR2	ACDCR2|PAQR2	adiponectin receptor 2	protein-coding
BCOR_KDM2B_common_region-1062	chr11	46098179	46098284	+	.	NA	intron (NM_001352028, intron 1 of 18)	NA	715	NM_001352028	51317		NM_016621	ENSG00000135365	PHF21A	BHC80|BM-006|IDDBCS|NEDMS	PHD finger protein 21A	protein-coding
BCOR_KDM2B_common_region-1474	chr12	78608551	78608785	+	.	NA	promoter-TSS (NM_001354732)	NA	-177	NM_001354732	5074		NM_002583	ENSG00000177425	PAWR	PAR4|Par-4	pro-apoptotic WT1 regulator	protein-coding
BCOR_KDM2B_common_region-2445	chr16	45564866	45565054	+	.	NA	exon (NM_005880, exon 1 of 9)	NA	126	NM_005880	10294		NM_005880	ENSG00000069345	DNAJA2	CPR3|DJ3|DJA2|DNAJ|DNJ3|HIRIP4|PRO3015|RDJ2	DnaJ heat shock protein family (Hsp40) member A2	protein-coding
BCOR_KDM2B_common_region-6605	chrX	39916625	39917131	+	.	NA	intron (NM_001123384, intron 1 of 13)	NA	4596	NM_001123384	54880		NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
BCOR_KDM2B_common_region-3741	chr2	190013976	190014073	+	.	NA	promoter-TSS (NM_001303096)	NA	-380	NM_001303096	84128		NM_032168	ENSG00000115368	WDR75	NET16|UTP17	WD repeat domain 75	protein-coding
BCOR_KDM2B_common_region-774	chr10	64894825	64896095	+	.	NA	non-coding (NR_027182, exon 1 of 1)	NA	283	NM_001322252	221037		NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
BCOR_KDM2B_common_region-4097	chr21	43400609	43400644	+	.	NA	intron (NM_001320651, intron 1 of 8)	NA	123	NM_001320648	102724594		NM_001320646	ENSG00000275895	LOC102724594	U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5	protein-coding
BCOR_KDM2B_common_region-3723	chr2	174538455	174538886	+	.	NA	promoter-TSS (NM_003111)	NA	6	NM_001172712	6670		NM_003111	ENSG00000172845	SP3	SPR2	Sp3 transcription factor	protein-coding
BCOR_KDM2B_common_region-4474	chr3	108726827	108726950	+	.	NA	intron (NM_001142568, intron 1 of 17)	NA	2389	NM_001276286	56987		NM_020235	ENSG00000114439	BBX	ARTC1|HBP2|HSPC339|MDS001	BBX high mobility group box domain containing	protein-coding
BCOR_KDM2B_common_region-6486	chr9	129772989	129773087	+	.	NA	intron (NM_001035254, intron 1 of 10)	NA	10051	NM_001035254	399665		NM_203305	ENSG00000167106	EEIG1	C9orf132|FAM102A|SYM-3A|bA203J24.7	estrogen-induced osteoclastogenesis regulator 1	protein-coding
BCOR_KDM2B_common_region-5869	chr7	73306555	73307134	+	.	NA	promoter-TSS (NM_181471)	NA	-120	NM_001278791	5982		NM_002914	ENSG00000049541	RFC2	RFC40	replication factor C subunit 2	protein-coding
BCOR_KDM2B_common_region-2523	chr16	74108882	74108984	+	.	NA	Intergenic	NA	18574	NM_024533	23563		NM_012126	ENSG00000135702	CHST5	I-GlcNAc-6-ST|I-GlcNAc6ST|glcNAc6ST-3|gn6st-3|hIGn6ST	carbohydrate sulfotransferase 5	protein-coding
BCOR_KDM2B_common_region-2346	chr16	3577625	3577794	+	.	NA	intron (NM_032444, intron 12 of 14)	NA	-10304	NR_075083	197358		NM_178844	ENSG00000167984	NLRC3	CLR16.2|NOD3	NLR family CARD domain containing 3	protein-coding
BCOR_KDM2B_common_region-1936	chr14	72463171	72463370	+	.	NA	intron (NM_181340, intron 1 of 12)	NA	345	NM_181341	26094		NM_015604	ENSG00000119599	DCAF4	WDR21|WDR21A	DDB1 and CUL4 associated factor 4	protein-coding
BCOR_KDM2B_common_region-4672	chr4	1741889	1742090	+	.	NA	Intergenic	NA	-22829	NM_000142	2261		NM_000142	ENSG00000068078	FGFR3	ACH|CD333|CEK2|HSFGFR3EX|JTK4	fibroblast growth factor receptor 3	protein-coding
BCOR_KDM2B_common_region-5773	chr7	23537288	23537632	+	.	NA	intron (NM_001282758, intron 1 of 8)	NA	665	NM_013293	29896		NM_013293	ENSG00000164548	TRA2A	AWMS1|HSU53209	transformer 2 alpha homolog	protein-coding
BCOR_KDM2B_common_region-176	chr1	32478140	32478403	+	.	NA	non-coding (NR_026850, exon 2 of 7)	NA	1627	NR_026850	339483		NM_178546	ENSG00000291132	MTMR9LP	MTMR9L	myotubularin related protein 9 like, pseudogene	pseudo
BCOR_KDM2B_common_region-2934	chr17	75427406	75427664	+	.	NA	intron (NM_003655, intron 1 of 4)	NA	299	NM_003655	8535		NM_003655	ENSG00000141582	CBX4	NBP16|PC2	chromobox 4	protein-coding
BCOR_KDM2B_common_region-3510	chr2	64832050	64832457	+	.	NA	Intergenic	NA	-97702	NM_014755	9792		NM_014755	ENSG00000179833	SERTAD2	Sei-2|TRIP-Br2|TRIPBR2	SERTA domain containing 2	protein-coding
BCOR_KDM2B_common_region-5322	chr6	12157528	12157689	+	.	NA	intron (NM_002114, intron 2 of 8)	NA	37077	NM_002114	3096		NM_002114	ENSG00000095951	HIVEP1	CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A	HIVEP zinc finger 1	protein-coding
BCOR_KDM2B_common_region-1752	chr13	72199256	72199383	+	.	NA	promoter-TSS (NM_024808)	NA	449	NM_001071775	440145		NM_001071775	ENSG00000204899	MZT1	C13orf37|MOZART1	mitotic spindle organizing protein 1	protein-coding
BCOR_KDM2B_common_region-755	chr10	44816932	44817061	+	.	NA	promoter-TSS (NR_126421)	NA	619	NM_006963	7570		NM_006963	ENSG00000165512	ZNF22	HKR-T1|KOX15|ZNF422|Zfp422	zinc finger protein 22	protein-coding
BCOR_KDM2B_common_region-6670	chrX	122694401	122694444	+	.	NA	intron (NM_001081550, intron 1 of 38)	NA	161	NM_001081550	57187		NM_020449	ENSG00000125676	THOC2	CXorf3|MRX12|MRX35|THO2|XLID12|dJ506G2.1|hTREX120	THO complex subunit 2	protein-coding
BCOR_KDM2B_common_region-1138	chr11	63808935	63809409	+	.	NA	promoter-TSS (NM_032989)	NA	281	NM_001378087	56834		NM_020155	ENSG00000173264	GPR137	C11orf4|GPR137A|TM7SF1L1	G protein-coupled receptor 137	protein-coding
BCOR_KDM2B_common_region-3096	chr18	75264388	75264984	+	.	NA	intron (NM_001278673, intron 1 of 8)	NA	3399	NM_001278675	4772		NM_006162	ENSG00000131196	NFATC1	NF-ATC|NF-ATc1.2|NFAT2|NFATc	nuclear factor of activated T cells 1	protein-coding
BCOR_KDM2B_common_region-1440	chr12	58276222	58276505	+	.	NA	intron (NM_001270622, intron 1 of 5)	NA	286	NM_001270623	9194		NM_004731	ENSG00000118596	SLC16A7	MCT2	solute carrier family 16 member 7	protein-coding
BCOR_KDM2B_common_region-5142	chr5	138705175	138705644	+	.	NA	promoter-TSS (NM_001033112)	NA	-11	NR_109830	51247		NM_016480	ENSG00000120727	PAIP2	PAIP-2|PAIP2A	poly(A) binding protein interacting protein 2	protein-coding
BCOR_KDM2B_common_region-5519	chr6	86444984	86445847	+	.	NA	promoter-TSS (NR_003038)	NA	-245	NR_003038	387066		NR_003038	ENSG00000203875	SNHG5	C6orf160|LINC00044|NCRNA00044|U50HG	small nucleolar RNA host gene 5	ncRNA
BCOR_KDM2B_common_region-4337	chr3	42820355	42820896	+	.	NA	intron (NM_001099669, intron 1 of 3)	NA	313	NM_001099668	25994		NM_014056	ENSG00000181061	HIGD1A	HIG1|RCF1a	HIG1 hypoxia inducible domain family member 1A	protein-coding
BCOR_KDM2B_common_region-5440	chr6	41809021	41809177	+	.	NA	TTS (NR_162107)	NA	227	NR_162107	113218489		NR_162107		MIR10398	-	microRNA 10398	ncRNA
