PeakID (cmd=annotatePeaks.pl results/tmp/normalized_peaks/BCOR_LY1_hg18.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_peak_1401	chr8	104496011	104496969	+	.	NA	promoter-TSS (NM_030780)	NA	21	NM_030780	81034		NM_030780	ENSG00000164933	SLC25A32	GLYB|MFT|MFTC|RREI	solute carrier family 25 member 32	protein-coding
BCOR_peak_2479	chr7	105119423	105119994	+	.	NA	intron (NM_001385596, intron 3 of 11)	NA	-12863	NM_138495	222255		NM_020725	ENSG00000146776	ATXN7L1	ATXN7L4	ataxin 7 like 1	protein-coding
BCOR_peak_16121	chr1	9806444	9806630	+	.	NA	promoter-TSS (NM_001009566)	NA	73	NM_001009566	22883		NM_014944	ENSG00000171603	CLSTN1	ALC-ALPHA|CDHR12|CST-1|CSTN1|PIK3CD|XB31alpha|alcalpha1|alcalpha2	calsyntenin 1	protein-coding
BCOR_peak_13350	chr12	2774223	2774602	+	.	NA	promoter-TSS (NM_002014)	NA	15	NM_002014	2288		NM_002014	ENSG00000004478	FKBP4	FKBP51|FKBP52|FKBP59|HBI|Hsp56|PPIase|p52	FKBP prolyl isomerase 4	protein-coding
BCOR_peak_8305	chr2	135526514	135526687	+	.	NA	intron (NM_012233, intron 2 of 23)	NA	268	NM_012233	22930		NM_012233	ENSG00000115839	RAB3GAP1	MARTS2|P130|RAB3GAP|RAB3GAP130|WARBM1	RAB3 GTPase activating protein catalytic subunit 1	protein-coding
BCOR_peak_942	chr9	136299978	136300402	+	.	NA	Intergenic	NA	26874	NR_146518	105376310		NR_146518	ENSG00000223729	LINC02247	-	long intergenic non-protein coding RNA 2247	ncRNA
BCOR_peak_1506	chr8	134284394	134284543	+	.	NA	intron (NM_001204870, intron 1 of 1)	NA	12004	NR_037944	8840		NM_003882	ENSG00000104415	CCN4	WISP1|WISP1-OT1|WISP1-UT1|WISP1c|WISP1i|WISP1tc	cellular communication network factor 4	protein-coding
BCOR_peak_4096	chr5	32209247	32211038	+	.	NA	promoter-TSS (NM_022130)	NA	40	NM_022130	64083		NM_022130	ENSG00000113384	GOLPH3	GOPP1|GPP34|MIDAS|Vps74	golgi phosphoprotein 3	protein-coding
BCOR_peak_17374	chr1	220829696	220829842	+	.	NA	promoter-TSS (NR_110614)	NA	-116	NR_110613	100506161		NR_110613	ENSG00000225265	TAF1A-AS1	-	TAF1A antisense RNA 1	ncRNA
BCOR_peak_3778	chr6	156651394	156651562	+	.	NA	Intergenic	NA	-90098	NR_145751	109617011		NR_145751	ENSG00000212295	SNORD28B	-	small nucleolar RNA, C/D box 28B	snoRNA
BCOR_peak_13598	chr12	47658468	47659111	+	.	NA	exon (NM_005430, exon 1 of 4)	NA	417	NM_005430	7471		NM_005430	ENSG00000125084	WNT1	BMND16|INT1|OI15	Wnt family member 1	protein-coding
BCOR_peak_6979	chr21	42530948	42531159	+	.	NA	intron (NM_207627, intron 3 of 15)	NA	17976	NM_207174	9619		NM_004915	ENSG00000160179	ABCG1	ABC8|WHITE1	ATP binding cassette subfamily G member 1	protein-coding
BCOR_peak_2804	chr7	150560247	150560867	+	.	NA	promoter-TSS (NM_001284295)	NA	49	NM_019015	54480		NM_019015	ENSG00000033100	CHPF2	CSGLCA-T|CSGlcAT|ChSy-3|chPF-2	chondroitin polymerizing factor 2	protein-coding
BCOR_peak_11195	chr16	49333473	49333577	+	.	NA	promoter-TSS (NM_015247)	NA	27	NM_001378754	1540		NM_015247	ENSG00000083799	CYLD	BRSS|CDMT|CYLD1|CYLDI|EAC|FTDALS8|MFT|MFT1|SBS|TEM|USPL2	CYLD lysine 63 deubiquitinase	protein-coding
BCOR_peak_2209	chr7	73258864	73259103	+	.	NA	Intergenic	NA	-3289	NM_032463	7462		NM_014146	ENSG00000086730	LAT2	HSPC046|LAB|NTAL|WBSCR15|WBSCR5|WSCR5	linker for activation of T cells family member 2	protein-coding
BCOR_peak_1271	chr8	70907815	70908282	+	.	NA	promoter-TSS (NM_001146009)	NA	-90	NM_001146009	81796		NM_030958	ENSG00000137571	SLCO5A1	OATP-J|OATP-RP4|OATP5A1|OATPJ|OATPRP4|SLC21A15	solute carrier organic anion transporter family member 5A1	protein-coding
BCOR_peak_4085	chr5	17314973	17315086	+	.	NA	intron (NM_006317, intron 1 of 1)	NA	44289	NM_006317	10409		NM_006317	ENSG00000176788	BASP1	CAP-23|CAP23|NAP-22|NAP22	brain abundant membrane attached signal protein 1	protein-coding
BCOR_peak_10054	chr17	7924056	7924255	+	.	NA	intron (NM_001139, intron 6 of 14)	NA	7604	NM_001139	242		NM_001139	ENSG00000179477	ALOX12B	12R-LOX|ARCI2	arachidonate 12-lipoxygenase, 12R type	protein-coding
BCOR_peak_11578	chr15	29381053	29381200	+	.	NA	Intergenic	NA	-25204	NM_015995	51621		NM_015995	ENSG00000169926	KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	KLF transcription factor 13	protein-coding
BCOR_peak_5133	chr4	109306248	109306426	+	.	NA	intron (NM_016269, intron 1 of 11)	NA	1065	NM_001166119	51176		NM_016269	ENSG00000138795	LEF1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	lymphoid enhancer binding factor 1	protein-coding
BCOR_peak_17251	chr1	198537964	198538281	+	.	NA	Intergenic	NA	71421	NR_040064	554279		NR_040064	ENSG00000203721	LINC00862	C1orf98|SMIM16	long intergenic non-protein coding RNA 862	ncRNA
BCOR_peak_3391	chr6	52334447	52335530	+	.	NA	promoter-TSS (NM_133367)	NA	80	NM_133367	85315		NM_133367	ENSG00000170915	PAQR8	C6orf33|LMPB1|MPRB	progestin and adipoQ receptor family member 8	protein-coding
BCOR_peak_7933	chr2	64739027	64739157	+	.	NA	Intergenic	NA	-4541	NM_014755	9792		NM_014755	ENSG00000179833	SERTAD2	Sei-2|TRIP-Br2|TRIPBR2	SERTA domain containing 2	protein-coding
BCOR_peak_16450	chr1	36121185	36121316	+	.	NA	promoter-TSS (NM_012199)	NA	-133	NM_001317122	26523		NM_012199	ENSG00000092847	AGO1	EIF2C|EIF2C1|GERP95|NEDLBAS|Q99|hAgo1	argonaute RISC component 1	protein-coding
BCOR_peak_11341	chr16	73971756	73971861	+	.	NA	intron (NM_006324, intron 5 of 6)	NA	53094	NM_006324	10428		NM_006324	ENSG00000153774	CFDP1	BCNT|BUCENTAUR|CENP-29|CP27|SWC5|Yeti|p97	craniofacial development protein 1	protein-coding
BCOR_peak_6545	chr22	21953774	21954091	+	.	NA	intron (NM_004327, intron 8 of 22)	NA	18978	NR_033408	26226		NM_012165	ENSG00000230701	FBXW4P1	FBW3|FBXW3|SHFM3P1	F-box and WD repeat domain containing 4 pseudogene 1	pseudo
BCOR_peak_6711	chr22	40645159	40645868	+	.	NA	Intergenic	NA	3734	NR_039760	100616259		NR_039760	ENSG00000283829	MIR378I	-	microRNA 378i	ncRNA
BCOR_peak_6840	chr22	49368432	49368634	+	.	NA	promoter-TSS (NR_027928)	NA	212	NR_110536	100144603		NR_021492	ENSG00000205559	CHKB-DT	CHKB-AS1|HRAT	CHKB divergent transcript	ncRNA
BCOR_peak_17053	chr1	154318839	154319008	+	.	NA	promoter-TSS (NM_001093725)	NA	-43	NM_001093725	92312		NM_001093725	ENSG00000254726	MEX3A	MEX-3A|RKHD4|RNF162	mex-3 RNA binding family member A	protein-coding
BCOR_peak_4474	chr5	137395726	137396620	+	.	NA	promoter-TSS (NR_037900)	NA	-189	NR_037900	100130172		NR_037900		FAM13B-AS1	-	FAM13B antisense RNA 1	ncRNA
BCOR_peak_12078	chr15	87775000	87775140	+	.	NA	Intergenic	NA	30664	NR_160724	105371031		NR_160724		LOC105371031	-	uncharacterized LOC105371031	ncRNA
BCOR_peak_16486	chr1	39508089	39508261	+	.	NA	intron (NM_012090, intron 5 of 92)	NA	-139157	NM_015038	23499		NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|KIAA0754|LIS9|Lnc-PMIF|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding
BCOR_peak_8445	chr2	174536886	174537051	+	.	NA	promoter-TSS (NM_001017371)	NA	-114	NM_001017371	6670		NM_003111	ENSG00000172845	SP3	SPR2	Sp3 transcription factor	protein-coding
BCOR_peak_7989	chr2	70221681	70222809	+	.	NA	Intergenic	NA	-16293	NR_024444	100133985		NR_024444	ENSG00000231327	LINC01816	-	long intergenic non-protein coding RNA 1816	ncRNA
BCOR_peak_12230	chr14	30745974	30747448	+	.	NA	promoter-TSS (NM_015382)	NA	39	NM_015382	25831		NM_015382	ENSG00000092148	HECTD1	EULIR	HECT domain E3 ubiquitin protein ligase 1	protein-coding
BCOR_peak_1341	chr8	96154400	96155034	+	.	NA	promoter-TSS (NR_132986)	NA	-131	NR_132986	105375650		NR_132986	ENSG00000245080	MIR3150BHG	-	MIR3150B host gene	ncRNA
BCOR_peak_2159	chr7	65516141	65516337	+	.	NA	Intergenic	NA	-13409	NR_026873	285908		NM_181722	ENSG00000179406	LINC00174	NCRNA00174	long intergenic non-protein coding RNA 174	ncRNA
BCOR_peak_8716	chr2	232244923	232245111	+	.	NA	Intergenic	NA	-36462	NM_001099285	5757		NM_002823	ENSG00000187514	PTMA	TMSA	prothymosin alpha	protein-coding
BCOR_peak_17332	chr1	208067812	208067983	+	.	NA	promoter-TSS (NM_014388)	NA	-43	NM_014388	27042		NM_014388	ENSG00000117597	UTP25	C1orf107|DEF|DIEXF|DJ434O14.5	UTP25 small subunit processome component	protein-coding
BCOR_peak_10497	chr17	59031848	59032048	+	.	NA	promoter-TSS (NM_016360)	NA	-38	NM_016360	51204		NM_016360	ENSG00000136463	TACO1	CCDC44|MC4DN8	translational activator of cytochrome c oxidase I	protein-coding
BCOR_peak_2692	chr7	139986209	139986790	+	.	NA	promoter-TSS (NM_001362678)	NA	68	NM_001362678	27147		NM_015689	ENSG00000146966	DENND2A	FAM31D|KIAA1277	DENN domain containing 2A	protein-coding
BCOR_peak_5189	chr4	128922363	128922644	+	.	NA	promoter-TSS (NM_014278)	NA	102	NM_001317381	22824		NM_014278	ENSG00000164070	HSPA4L	APG-1|APG1|HSPH3|Osp94	heat shock protein family A (Hsp70) member 4 like	protein-coding
BCOR_peak_6802	chr22	48632553	48633251	+	.	NA	promoter-TSS (NM_014838)	NA	-594	NM_014838	9889		NM_014838	ENSG00000100426	ZBED4	-	zinc finger BED-type containing 4	protein-coding
BCOR_peak_829	chr9	130573923	130574266	+	.	NA	promoter-TSS (NM_006336)	NA	-67	NM_001375955	10444		NM_006336	ENSG00000160445	ZER1	C9orf60|ZYG|ZYG11BL	zyg-11 related cell cycle regulator	protein-coding
BCOR_peak_14526	chr11	46370527	46371154	+	.	NA	promoter-TSS (NM_000741)	NA	-938	NM_000741	1132		NM_000741	ENSG00000180720	CHRM4	HM4|M4R	cholinergic receptor muscarinic 4	protein-coding
BCOR_peak_5865	chr3	109327087	109327368	+	.	NA	promoter-TSS (NR_110028)	NA	-131	NR_110028	101929623		NR_110028	ENSG00000271856	LINC01215	-	long intergenic non-protein coding RNA 1215	ncRNA
BCOR_peak_3882	chr6	167021809	167021942	+	.	NA	intron (NM_001006932, intron 2 of 21)	NA	-61146	NM_021135	6196		NM_021135	ENSG00000071242	RPS6KA2	HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3	ribosomal protein S6 kinase A2	protein-coding
BCOR_peak_5560	chr3	37010050	37010186	+	.	NA	promoter-TSS (NM_014805)	NA	105	NM_000249	4292		NM_000249	ENSG00000076242	MLH1	COCA2|FCC2|HNPCC|HNPCC2|LYNCH2|MLH-1|MMRCS1|hMLH1	mutL homolog 1	protein-coding
BCOR_peak_9720	chr18	58143674	58144821	+	.	NA	intron (NM_001270949, intron 1 of 8)	NA	724	NM_001278268	8792		NM_003839	ENSG00000141655	TNFRSF11A	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCE-R|TRANCER	TNF receptor superfamily member 11a	protein-coding
BCOR_peak_12597	chr14	99219792	99220109	+	.	NA	promoter-TSS (NM_006668)	NA	-438	NM_006668	10858		NM_006668	ENSG00000036530	CYP46A1	CP46|CYP46	cytochrome P450 family 46 subfamily A member 1	protein-coding
BCOR_peak_11454	chr16	86292066	86292414	+	.	NA	Intergenic	NA	64853	NM_001351938	54758		NM_017566	ENSG00000104731	KLHDC4	-	kelch domain containing 4	protein-coding
BCOR_peak_14477	chr11	43921138	43921344	+	.	NA	exon (NM_001145033, exon 1 of 1)	NA	478	NM_001145033	387763		NM_001145033	ENSG00000187479	C11orf96	AG2	chromosome 11 open reading frame 96	protein-coding
BCOR_peak_10205	chr17	26257353	26257612	+	.	NA	promoter-TSS (NM_024683)	NA	-100	NM_024683	79736		NM_024683	ENSG00000172171	TEFM	C17orf42|COXPD58	transcription elongation factor, mitochondrial	protein-coding
BCOR_peak_765	chr9	126655284	126655434	+	.	NA	promoter-TSS (NM_001276376)	NA	-158	NM_001276376	401551		NM_001045476	ENSG00000136918	WDR38	-	WD repeat domain 38	protein-coding
BCOR_peak_1759	chr7	1101561	1101730	+	.	NA	intron (NM_001350968, intron 2 of 5)	NA	7370	NM_001098201	2852		NM_001505	ENSG00000164850	GPER1	CEPR|CMKRL2|DRY12|FEG-1|GPCR-Br|GPER|GPR30|LERGU|LERGU2|LyGPR|mER	G protein-coupled estrogen receptor 1	protein-coding
BCOR_peak_11225	chr16	56592666	56592962	+	.	NA	promoter-TSS (NM_001384365)	NA	2	NM_001204911	79650		NM_024598	ENSG00000103005	USB1	C16orf57|HVSL1|Mpn1|PN|hMpn1|hUsb1	U6 snRNA biogenesis phosphodiesterase 1	protein-coding
BCOR_peak_16962	chr1	149298607	149299014	+	.	NA	promoter-TSS (NM_006818)	NA	-61	NM_001038707	56882		NM_020239	ENSG00000197622	CDC42SE1	SCIP1|SPEC1	CDC42 small effector 1	protein-coding
BCOR_peak_985	chr9	139006759	139007102	+	.	NA	non-coding (NR_138077, exon 2 of 7)	NA	235	NM_183241	286257		NM_183241	ENSG00000148362	PAXX	C9orf142|XLS	PAXX non-homologous end joining factor	protein-coding
BCOR_peak_11097	chr16	23597523	23597785	+	.	NA	promoter-TSS (NM_005030)	NA	-57	NM_005030	5347		NM_005030	ENSG00000166851	PLK1	PLK|STPK13	polo like kinase 1	protein-coding
BCOR_peak_15940	chr10	112253933	112254095	+	.	NA	intron (NM_004419, intron 2 of 3)	NA	6359	NM_004419	1847		NM_004419	ENSG00000138166	DUSP5	DUSP|HVH3	dual specificity phosphatase 5	protein-coding
BCOR_peak_6694	chr22	39818453	39818714	+	.	NA	promoter-TSS (NM_001362843)	NA	41	NM_001362843	2033		NM_001429	ENSG00000100393	EP300	KAT3B|MKHK2|RSTS2|p300	E1A binding protein p300	protein-coding
BCOR_peak_12988	chr13	49600936	49601087	+	.	NA	intron (NR_109974, intron 2 of 6)	NA	-3333	NR_152566	8847		NM_006021	ENSG00000231607	DLEU2	ALT1|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2|RFP2OS|TRIM13OS	deleted in lymphocytic leukemia 2	ncRNA
BCOR_peak_9550	chr18	13125804	13127977	+	.	NA	Intergenic	NA	-80791	NM_001378101	753		NM_004338	ENSG00000168675	LDLRAD4	C18orf1	low density lipoprotein receptor class A domain containing 4	protein-coding
BCOR_peak_12087	chr15	88445808	88446277	+	.	NA	promoter-TSS (NR_149130)	NA	-326	NR_149130	105370966		NR_149130		IDH2-DT	-	IDH2 divergent transcript	ncRNA
BCOR_peak_4990	chr4	76077219	76078938	+	.	NA	intron (NM_015393, intron 1 of 3)	NA	728	NM_015393	25849		NM_015393	ENSG00000169116	PARM1	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1	protein-coding
BCOR_peak_4826	chr4	7121051	7121242	+	.	NA	promoter-TSS (NM_025196)	NA	-454	NM_025196	80273		NM_025196	ENSG00000109519	GRPEL1	GrpE|HMGE|mt-GrpE#1	GrpE like 1, mitochondrial	protein-coding
BCOR_peak_10143	chr17	21043876	21044178	+	.	NA	intron (NM_003876, intron 1 of 1)	NA	14039	NM_003876	8834		NM_003876	ENSG00000178307	TMEM11	C17orf35|PM1|PMI	transmembrane protein 11	protein-coding
BCOR_peak_16528	chr1	41990375	41990581	+	.	NA	intron (NM_024503, intron 1 of 8)	NA	166702	NR_038260	59269		NM_024503	ENSG00000127124	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	HIVEP zinc finger 3	protein-coding
BCOR_peak_9538	chr18	12647910	12648019	+	.	NA	promoter-TSS (NM_147163)	NA	142	NM_020148	56907		NM_020148	ENSG00000134278	SPIRE1	Spir-1	spire type actin nucleation factor 1	protein-coding
BCOR_peak_13191	chr13	110617326	110617527	+	.	NA	intron (NM_001354057, intron 3 of 18)	NA	13412	NM_001354059	8874		NM_003899	ENSG00000102606	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Rho guanine nucleotide exchange factor 7	protein-coding
BCOR_peak_11998	chr15	74414618	74415174	+	.	NA	Intergenic	NA	-1273	NM_145805	64843		NM_145805	ENSG00000159556	ISL2	-	ISL LIM homeobox 2	protein-coding
BCOR_peak_2918	chr6	2190145	2190908	+	.	NA	promoter-TSS (NR_046229)	NA	312	NM_001500	2762		NM_001500	ENSG00000112699	GMDS	GMD|SDR3E1	GDP-mannose 4,6-dehydratase	protein-coding
BCOR_peak_7631	chr2	20115179	20115285	+	.	NA	promoter-TSS (NM_014713)	NA	-362	NM_014713	9741		NM_014713	ENSG00000068697	LAPTM4A	HUMORF13|LAPTM4|MBNT|Mtrp	lysosomal protein transmembrane 4 alpha	protein-coding
BCOR_peak_9855	chr18	75487701	75488300	+	.	NA	Intergenic	NA	47730	NR_148949	284240		NR_148949		LOC284240	-	uncharacterized LOC284240	ncRNA
BCOR_peak_15738	chr10	90630066	90630575	+	.	NA	5' UTR (NM_020799, exon 1 of 11)	NA	338	NM_020799	57559		NM_020799	ENSG00000138134	STAMBPL1	ALMalpha|AMSH-FP|AMSH-LP|bA399O19.2	STAM binding protein like 1	protein-coding
BCOR_peak_16645	chr1	54643563	54643900	+	.	NA	intron (NM_001009955, intron 1 of 16)	NA	924	NM_001009955	23648		NM_018070	ENSG00000157216	SSBP3	CSDP|SSDP|SSDP1	single stranded DNA binding protein 3	protein-coding
BCOR_peak_11910	chr15	67961259	67961483	+	.	NA	Intergenic	NA	46744	NR_026764	414926		NR_026764	ENSG00000245750	LINC00593	C15orf50	long intergenic non-protein coding RNA 593	ncRNA
BCOR_peak_12703	chr14	104431115	104431415	+	.	NA	intron (NM_015005, intron 15 of 17)	NA	28569	NR_162135	113219454		NR_162135		MIR12121	-	microRNA 12121	ncRNA
BCOR_peak_4428	chr5	132183786	132183972	+	.	NA	Intergenic	NA	6022	NM_133456	134549		NM_133456	ENSG00000164403	SHROOM1	APXL2	shroom family member 1	protein-coding
BCOR_peak_8760	chr2	234428172	234428298	+	.	NA	promoter-TSS (NM_001282963)	NA	-284	NM_001282963	55355		NM_018410	ENSG00000123485	HJURP	FAKTS|URLC9|hFLEG1	Holliday junction recognition protein	protein-coding
BCOR_peak_10327	chr17	38386091	38386290	+	.	NA	promoter-TSS (NM_173079)	NA	82	NM_001321381	146923		NM_173079	ENSG00000198863	RUNDC1	RUND1	RUN domain containing 1	protein-coding
BCOR_peak_11906	chr15	67800906	67801093	+	.	NA	Intergenic	NA	-113628	NR_026764	414926		NR_026764	ENSG00000245750	LINC00593	C15orf50	long intergenic non-protein coding RNA 593	ncRNA
BCOR_peak_7401	chr20	56245157	56245331	+	.	NA	intron (NR_003505, intron 14 of 16)	NA	-8129	NM_001304369	140731		NM_080674	ENSG00000124227	ANKRD60	C20orf86|bA196N14.3	ankyrin repeat domain 60	protein-coding
BCOR_peak_7655	chr2	24995158	24995528	+	.	NA	exon (NM_001320613, exon 2 of 22)	NA	615	NM_001377132	109		NM_004036	ENSG00000138031	ADCY3	AC-III|AC3|BMIQ19	adenylate cyclase 3	protein-coding
BCOR_peak_4394	chr5	126140756	126142307	+	.	NA	intron (NM_005573, intron 1 of 10)	NA	804	NM_001198557	4001		NM_005573	ENSG00000113368	LMNB1	ADLD|LMN|LMN2|LMNB|MCPH26	lamin B1	protein-coding
BCOR_peak_9831	chr18	75266883	75267138	+	.	NA	intron (NM_001278673, intron 1 of 8)	NA	5723	NM_172387	4772		NM_006162	ENSG00000131196	NFATC1	NF-ATC|NF-ATc1.2|NFAT2|NFATc	nuclear factor of activated T cells 1	protein-coding
BCOR_peak_7506	chr2	6400193	6400308	+	.	NA	Intergenic	NA	32755	NR_110251	101929390		NR_110251	ENSG00000227007	LINC01247	-	long intergenic non-protein coding RNA 1247	ncRNA
BCOR_peak_26	chrX	10084491	10085069	+	.	NA	promoter-TSS (NM_001256944)	NA	-205	NM_001256944	1183		NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	chloride voltage-gated channel 4	protein-coding
BCOR_peak_3576	chr6	109868220	109868463	+	.	NA	promoter-TSS (NM_003080)	NA	183	NM_173672	285755		NM_173672	ENSG00000185250	PPIL6	PPIase|RSPH12|bA425D10.6|dJ919F19.1	peptidylprolyl isomerase like 6	protein-coding
BCOR_peak_3471	chr6	88696298	88696409	+	.	NA	Intergenic	NA	-117925	NM_030960	81833		NM_030960	ENSG00000118434	SPACA1	SAMP32|SPGF85	sperm acrosome associated 1	protein-coding
BCOR_peak_1529	chr8	141239015	141239167	+	.	NA	intron (NR_164662, intron 16 of 22)	NA	-59275	NR_144431	359809		NR_144431	ENSG00000282164	PEG13	-	paternally expressed 13	ncRNA
BCOR_peak_13403	chr12	6923370	6924340	+	.	NA	non-coding (NR_126035, exon 2 of 3)	NA	409	NM_138425	113246		NM_138425	ENSG00000111678	C12orf57	C10|GRCC10	chromosome 12 open reading frame 57	protein-coding
BCOR_peak_6	chrY	14324910	14325286	+	.	NA	promoter-TSS (NM_004202)	NA	-75	NM_004202	9087		NM_004202	ENSG00000154620	TMSB4Y	TB4Y	thymosin beta 4 Y-linked	protein-coding
BCOR_peak_2197	chr7	72735830	72736009	+	.	NA	promoter-TSS (NM_001202560)	NA	56	NR_037776	114049		NM_017528	ENSG00000071462	BUD23	HASJ4442|HUSSY-3|MERM1|PP3381|WBMT|WBSCR22	BUD23 rRNA methyltransferase and ribosome maturation factor	protein-coding
BCOR_peak_1708	chr8	145639955	145640087	+	.	NA	intron (NM_013432, intron 3 of 25)	NA	610	NM_013432	4796		NM_013432	ENSG00000160949	TONSL	IKBR|NFKBIL2|SEMDSP	tonsoku like, DNA repair protein	protein-coding
BCOR_peak_13345	chr12	2014402	2014665	+	.	NA	Intergenic	NA	-13246	NR_046768	100874369		NR_046768	ENSG00000151067	CACNA1C-IT2	-	CACNA1C intronic transcript 2	ncRNA
BCOR_peak_10926	chr16	3035854	3036512	+	.	NA	promoter-TSS (NM_022468)	NA	-380	NM_022468	64386		NM_004142	ENSG00000008516	MMP25	MMP-25|MMP20|MMP20A|MMPL1|MT-MMP 6|MT-MMP6|MT6-MMP|MT6MMP|MTMMP6	matrix metallopeptidase 25	protein-coding
BCOR_peak_11307	chr16	68971956	68972185	+	.	NA	3' UTR (NM_006927, exon 7 of 7)	NA	33763	NM_018332	55308		NM_018332	ENSG00000168872	DDX19A	DDX19-DDX19L|DDX19L	DEAD-box helicase 19A	protein-coding
BCOR_peak_7361	chr20	48560290	48560548	+	.	NA	promoter-TSS (NM_002827)	NA	92	NM_002827	5770		NM_002827	ENSG00000196396	PTPN1	PTP1B	protein tyrosine phosphatase non-receptor type 1	protein-coding
BCOR_peak_2048	chr7	41887731	41888391	+	.	NA	Intergenic	NA	-178848	NM_002192	3624		NM_002192	ENSG00000122641	INHBA	EDF|FRP	inhibin subunit beta A	protein-coding
BCOR_peak_8295	chr2	133120036	133120347	+	.	NA	exon (NM_001077427, exon 3 of 3)	NA	24057	NM_001321234	116372		NM_144586	ENSG00000150551	LYPD1	LYPDC1|PHTS	LY6/PLAUR domain containing 1	protein-coding
BCOR_peak_17144	chr1	166171663	166172010	+	.	NA	promoter-TSS (NM_001017977)	NA	22	NR_026550	25874		NM_015415	ENSG00000143158	MPC2	BRP44|SLC54A2	mitochondrial pyruvate carrier 2	protein-coding
BCOR_peak_11587	chr15	29432764	29432916	+	.	NA	intron (NM_001302461, intron 1 of 1)	NA	26510	NM_001302461	51621		NM_015995	ENSG00000169926	KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	KLF transcription factor 13	protein-coding
BCOR_peak_586	chr9	95832965	95833133	+	.	NA	5' UTR (NM_001253830, exon 1 of 10)	NA	133	NM_177995	138639		NM_152422	ENSG00000158079	PTPDC1	PTP9Q22	protein tyrosine phosphatase domain containing 1	protein-coding
BCOR_peak_2258	chr7	86527108	86527222	+	.	NA	promoter-TSS (NM_001142749)	NA	-259	NM_001142749	222223		NM_152748	ENSG00000164659	ELAPOR2	EIG121L|KIAA1324L	endosome-lysosome associated apoptosis and autophagy regulator family member 2	protein-coding
BCOR_peak_13023	chr13	72199256	72199383	+	.	NA	promoter-TSS (NM_024808)	NA	449	NM_001071775	440145		NM_001071775	ENSG00000204899	MZT1	C13orf37|MOZART1	mitotic spindle organizing protein 1	protein-coding
BCOR_peak_4176	chr5	43638443	43640075	+	.	NA	promoter-TSS (NR_073113)	NA	-170	NR_073113	100652772		NR_073113		NNT-AS1	-	NNT antisense RNA 1	ncRNA
BCOR_peak_16639	chr1	53977195	53977328	+	.	NA	intron (NM_001367484, intron 1 of 10)	NA	164	NM_001367484	148979		NM_147193	ENSG00000174332	GLIS1	-	GLIS family zinc finger 1	protein-coding
BCOR_peak_15311	chr10	1458151	1458393	+	.	NA	intron (NM_018702, intron 1 of 9)	NA	-100553	NR_033387	642394		NM_001098830	ENSG00000205696	ADARB2-AS1	C10orf109|NCRNA00168	ADARB2 antisense RNA 1	ncRNA
BCOR_peak_844	chr9	130978833	130979404	+	.	NA	exon (NM_203434, exon 1 of 1)	NA	1243	NM_203434	389792		NM_203434	ENSG00000188483	IER5L	bA247A12.2	immediate early response 5 like	protein-coding
BCOR_peak_2230	chr7	75346254	75346843	+	.	NA	intron (NM_001346189, intron 1 of 2)	NA	260	NM_001040456	57414		NM_020684	ENSG00000005486	RHBDD2	NPD007|RHBDL7	rhomboid domain containing 2	protein-coding
BCOR_peak_3843	chr6	160309778	160309941	+	.	NA	promoter-TSS (NM_000876)	NA	-245	NM_000876	3482		NM_000876	ENSG00000197081	IGF2R	CD222|CI-M6PR|CIMPR|M6P-R|M6P/IGF2R|MPR 300|MPR1|MPR300|MPRI	insulin like growth factor 2 receptor	protein-coding
